제목,제작 비용 ($),북미 박스오피스 수익 ($),전세계 박스오피스 수익 ($),개봉 주말 수익 ($),상영 등급,장르,상영관 수,상영 시간,개봉 연도,영화 유형
Mission: Impossible 2,120000000,215409889.0,549588516.0,57845297.0,PG-13,Action,3669.0,126.0,2000,0
The Perfect Storm,120000000,182618434.0,328711434.0,41325042.0,PG-13,Drama,3407.0,129.0,2000,0
Jason Bourne,120000000,162192920.0,416168316.0,59215365.0,PG-13,Action,4039.0,123.0,2016,0
Uncharted,120000000,148648820.0,401748820.0,44010155.0,PG-13,Adventure,4275.0,116.0,2022,0
Fantastic Four: Rise of the Silver Surfer,120000000,131921738.0,289480691.0,58051684.0,PG,Action,3963.0,91.0,2007,0
Life of Pi,120000000,124987022.0,619310368.0,22451514.0,PG,Drama,2946.0,125.0,2012,0
Ghost Rider,120000000,115802596.0,229545589.0,45388836.0,PG-13,Action,3620.0,110.0,2007,0
Rampage,120000000,101028233.0,427947217.0,35753093.0,PG-13,Action,4115.0,107.0,2018,0
Charlie's Angels: Full Throttle,120000000,100814328.0,227163273.0,37634221.0,PG-13,Action,3485.0,106.0,2003,0
Elysium,120000000,93050117.0,286192091.0,29807393.0,R,Action,3284.0,109.0,2013,0
Oblivion,120000000,89107235.0,287916633.0,37054485.0,PG-13,Thriller/Suspense,3792.0,125.0,2013,0
Power Rangers,120000000,85364450.0,142531552.0,40300288.0,PG-13,Action,3693.0,124.0,2017,0
Stuart Little 2,120000000,64956806.0,166000000.0,15115152.0,PG,Adventure,3282.0,77.0,2002,0
RoboCop,120000000,58607007.0,242981799.0,21681430.0,PG-13,Action,3372.0,116.0,2014,0
The Chronicles of Riddick,120000000,57712751.0,107212751.0,24289165.0,PG-13,Adventure,2759.0,119.0,2004,0
Speed Racer,120000000,43945766.0,93394462.0,18561337.0,PG,Action,3606.0,135.0,2008,0
The Island,120000000,35818913.0,163018913.0,12409070.0,PG-13,Action,3138.0,136.0,2005,0
How Do You Know?,120000000,30212620.0,49628177.0,7484696.0,R,Romantic Comedy,2483.0,121.0,2010,0
Outlaw King,120000000,169611380.408,469777564.92,54292057.0,R,Action,3660.0,117.0,2018,0
Knight and Day,117000000,76423035.0,258751370.0,20139985.0,PG-13,Action,3104.0,109.0,2010,0
Tang Ren Jie Tan An 3,117000000,169611380.408,699084069.0,54292057.0,R,Action,3660.0,136.0,2021,0
Venom,116000000,213511408.0,856081053.0,80255756.0,PG-13,Action,4250.0,112.0,2018,0
Star Wars Ep. I: The Phantom Menace,115000000,474544677.0,1027044677.0,64810970.0,PG,Adventure,3126.0,133.0,1999,0
Star Wars Ep. III: Revenge of the Sith,115000000,380270577.0,848998877.0,108435841.0,PG-13,Adventure,3663.0,139.0,2005,0
Star Wars Ep. II: Attack of the Clones,115000000,310676740.0,656695615.0,80027814.0,PG,Adventure,3161.0,143.0,2002,0
"Monsters, Inc.",115000000,290149425.0,560483719.0,62577067.0,G,Adventure,3649.0,92.0,2001,0
The Wolverine,115000000,132556852.0,416456852.0,53113752.0,PG-13,Action,3924.0,126.0,2013,0
Dante’s Peak,115000000,67163857.0,178200000.0,18479435.0,PG-13,Thriller/Suspense,2761.0,109.0,1997,0
The Huntsman: Winter’s War,115000000,48003015.0,165149302.0,19445035.0,PG-13,Action,3802.0,113.0,2016,0
Windtalkers,115000000,40914068.0,77628265.0,14520412.0,R,Action,2898.0,134.0,2002,0
Triple Frontier,115000000,169611380.408,469777564.92,54292057.0,R,Action,3660.0,125.0,2019,0
Gulliver's Travels,112000000,42779261.0,232017848.0,6307691.0,PG,Adventure,3089.0,87.0,2010,0
Ferdinand,111000000,84410380.0,288510892.0,13401586.0,PG,Adventure,3630.0,107.0,2017,0
Deadpool 2,110000000,324591735.0,786362370.0,125507153.0,R,Action,4349.0,119.0,2018,0
Gravity,110000000,274092705.0,688214291.0,55785112.0,PG-13,Thriller/Suspense,3820.0,91.0,2013,0
Night at the Museum,110000000,250863268.0,579446407.0,30433781.0,PG,Adventure,3768.0,108.0,2006,0
Venom: Let There be Carnage,110000000,213550366.0,501600379.0,90033210.0,PG-13,Action,4225.0,97.0,2021,0
Mr. and Mrs. Smith,110000000,186336279.0,486124090.0,50342878.0,PG-13,Action,3451.0,120.0,2005,0
San Andreas,110000000,155190832.0,456258539.0,54588173.0,PG-13,Adventure,3812.0,114.0,2015,0
The Smurfs,110000000,142614158.0,563749323.0,35611637.0,PG,Adventure,3427.0,103.0,2011,0
Live Free or Die Hard,110000000,134529403.0,382288147.0,33369559.0,PG-13,Action,3411.0,129.0,2007,0
The Divergent Series: Insurgent,110000000,130179072.0,295075882.0,52263680.0,PG-13,Action,3875.0,118.0,2015,0
Ocean's Twelve,110000000,125531634.0,362989076.0,39153380.0,PG-13,Adventure,3290.0,125.0,2004,0
Tomorrow Never Dies,110000000,125304276.0,339504276.0,25143007.0,PG-13,Action,2807.0,119.0,1997,0
The Patriot,110000000,113330342.0,215300000.0,22413710.0,R,Drama,3061.0,164.0,2000,0
300: Rise of an Empire,110000000,106580051.0,330780051.0,45038460.0,R,Action,3490.0,102.0,2014,0
The Aviator,110000000,102608827.0,208370892.0,858021.0,PG-13,Drama,2530.0,170.0,2004,0
Passengers,110000000,100014699.0,302239672.0,14869736.0,PG-13,Thriller/Suspense,3478.0,116.0,2016,0
The Green Hornet,110000000,98780042.0,229155503.0,33526876.0,PG-13,Action,3584.0,118.0,2011,0
Miss Peregrine’s Home for Peculiar Children,110000000,87242834.0,295986876.0,28871140.0,PG-13,Adventure,3835.0,126.0,2016,0
Real Steel,110000000,85463309.0,263880341.0,27319677.0,PG-13,Action,3440.0,126.0,2011,0
Men in Black: International,110000000,80001807.0,253020464.0,30035838.0,PG-13,Adventure,4224.0,118.0,2019,0
The A-Team,110000000,77222099.0,177241171.0,25669455.0,PG-13,Action,3544.0,118.0,2010,0
The Smurfs 2,110000000,71017784.0,348547523.0,17548389.0,PG,Adventure,3867.0,104.0,2013,0
The Divergent Series: Allegiant,110000000,66184051.0,172022517.0,29027348.0,PG-13,Action,3740.0,120.0,2016,0
The Taking of Pelham 123,110000000,65452312.0,152364370.0,23373102.0,R,Action,3077.0,106.0,2009,0
Ender's Game,110000000,61737191.0,127983283.0,27017351.0,PG-13,Adventure,3407.0,114.0,2013,0
Home on the Range,110000000,50026353.0,76482461.0,13880771.0,PG,Adventure,3058.0,76.0,2004,0
Speed 2: Cruise Control,110000000,48097081.0,150468000.0,16158942.0,PG-13,Action,2625.0,125.0,1997,0
Kingdom of Heaven,110000000,47398413.0,218674938.0,19635996.0,R,Action,3219.0,148.0,2005,0
Ghost in the Shell,110000000,40563557.0,167910690.0,18676033.0,PG-13,Action,3440.0,100.0,2017,0
Around the World in 80 Days,110000000,24004159.0,72004159.0,7576132.0,PG,Adventure,2801.0,120.0,2004,0
Dr. Seuss’ The Cat in the Hat,109000000,101018283.0,133818283.0,38329160.0,PG,Adventure,3467.0,82.0,2003,0
Ali,109000000,58183966.0,87683966.0,14710892.0,R,Drama,2521.0,158.0,2001,0
The Martian,108000000,228433663.0,653609107.0,54308575.0,PG-13,Thriller/Suspense,3854.0,130.0,2015,0
Allied,106000000,40098064.0,119266661.0,12701743.0,R,Drama,3160.0,124.0,2016,0
"I, Robot",105000000,144801023.0,348629585.0,52179887.0,PG-13,Action,3494.0,115.0,2004,0
Stuart Little,105000000,140015224.0,298815224.0,15018223.0,PG,Adventure,3151.0,92.0,1999,0
The Princess and the Frog,105000000,104400899.0,270997378.0,786190.0,G,Adventure,3475.0,97.0,2009,0
"10,000 B.C.",105000000,94784201.0,269065678.0,35867488.0,PG-13,Adventure,3454.0,109.0,2008,0
Ice Age: Collision Course,105000000,64063008.0,402156682.0,21373064.0,PG,Adventure,3997.0,100.0,2016,0
Starship Troopers,105000000,54768952.0,121100000.0,22058773.0,R,Action,2971.0,129.0,1997,0
Town & Country,105000000,6712451.0,10364769.0,3029858.0,R,Romantic Comedy,2222.0,122.0,2001,0
Kingsman: The Golden Circle,104000000,100234838.0,408803696.0,39023010.0,R,Action,4038.0,141.0,2017,0
Gone in 60 Seconds,103300000,101643008.0,232643008.0,25336048.0,PG-13,Action,3089.0,117.0,2000,0
Gladiator,103000000,187683805.0,456435588.0,34819017.0,R,Action,3188.0,154.0,2000,0
The Hangover 3,103000000,112200072.0,362000072.0,41671198.0,R,Comedy,3565.0,100.0,2013,0
A Wrinkle in Time,103000000,100478608.0,133214549.0,33123609.0,PG,Adventure,3980.0,120.0,2018,0
Public Enemies,102500000,97104620.0,212282709.0,25271675.0,R,Drama,3336.0,140.0,2009,0
Casino Royale,102000000,167365000.0,594420283.0,40833156.0,PG-13,Action,3443.0,144.0,2006,0
Minority Report,102000000,132024714.0,358824714.0,35677125.0,PG-13,Action,3001.0,144.0,2002,0
Bumblebee,102000000,127195589.0,465195589.0,21654047.0,PG-13,Adventure,3597.0,114.0,2018,0
Cloud Atlas,102000000,27108272.0,130673154.0,9612247.0,R,Drama,2023.0,172.0,2012,0
Harry Potter and the Chamber of Secrets,100000000,262233381.0,875262553.0,88357488.0,PG,Adventure,3682.0,161.0,2002,0
Terminator 2: Judgment Day,100000000,203464105.0,515376182.0,31765506.0,R,Action,2495.0,136.0,1991,0
Batman Forever,100000000,184031112.0,336529144.0,52784433.0,PG-13,Action,2893.0,122.0,1995,0
Planet of the Apes,100000000,180011740.0,362211740.0,68532960.0,PG-13,Adventure,3530.0,120.0,2001,0
National Treasure,100000000,173005002.0,331323410.0,35142554.0,PG,Adventure,3243.0,130.0,2004,0
Django Unchained,100000000,162805434.0,449841566.0,30122888.0,R,Western,3012.0,165.0,2012,0
1917,100000000,159227644.0,370603379.0,576216.0,R,Thriller/Suspense,3987.0,119.0,2019,0
Little Fockers,100000000,148438600.0,310650574.0,30833665.0,PG-13,Comedy,3675.0,98.0,2010,0
True Lies,100000000,146282411.0,365300000.0,25869770.0,R,Action,2561.0,141.0,1994,0
American Gangster,100000000,130164645.0,267985456.0,43565135.0,R,Drama,3111.0,157.0,2007,0
Cloudy with a Chance of Meatballs,100000000,124870275.0,236827677.0,30304648.0,PG,Adventure,3119.0,90.0,2009,0
The Other Guys,100000000,119219978.0,170936470.0,35543162.0,PG-13,Comedy,3651.0,97.0,2010,0
Lemony Snicket's A Series of Unfortunate Events,100000000,118627117.0,212956024.0,30061756.0,PG,Adventure,3623.0,107.0,2004,0
The Wolf of Wall Street,100000000,116949183.0,389918903.0,18410067.0,R,Black Comedy,2557.0,165.0,2013,0
Epic,100000000,107518682.0,262794441.0,33531068.0,PG,Adventure,3894.0,103.0,2013,0
Eraser,100000000,101295562.0,234400000.0,24566446.0,R,Action,2556.0,114.0,1996,0
The Hunchback of Notre Dame,100000000,100138851.0,325500000.0,21037414.0,G,Adventure,2835.0,91.0,1996,0
The Emperor's New Groove,100000000,89630573.0,169630573.0,9812302.0,G,Adventure,2887.0,78.0,2000,0
The Expendables 2,100000000,85028192.0,311979256.0,28591370.0,R,Action,3355.0,103.0,2012,0
Where the Wild Things Are,100000000,77233467.0,99123656.0,32695407.0,PG,Adventure,3735.0,100.0,2009,0
Eragon,100000000,75030163.0,249488115.0,23239907.0,PG,Adventure,3030.0,104.0,2006,0
Hercules,100000000,72688614.0,243388614.0,29800263.0,PG-13,Adventure,3595.0,97.0,2014,0
The Tourist,100000000,67631157.0,278731369.0,16472458.0,PG-13,Thriller/Suspense,2756.0,102.0,2010,0
End of Days,100000000,66889043.0,212026975.0,20523595.0,R,Action,2665.0,120.0,1999,0
Spies in Disguise,100000000,66757013.0,165138481.0,13354798.0,PG,Adventure,3502.0,104.0,2019,0
The Stepford Wives,100000000,59475623.0,96150482.0,21406781.0,PG-13,Black Comedy,3057.0,93.0,2004,0
Surf’s Up,100000000,58867694.0,145395745.0,17640249.0,PG,Adventure,3531.0,85.0,2007,0
Blood Diamond,100000000,57377916.0,171377916.0,8648324.0,R,Action,1920.0,143.0,2006,0
Midway,100000000,56846802.0,126829063.0,17897419.0,PG-13,Action,3242.0,138.0,2019,0
Legend of the Guardians: The Owls of Ga'Hoole,100000000,55675313.0,139716717.0,16112211.0,PG,Adventure,3575.0,90.0,2010,0
Land of the Lost,100000000,49438370.0,69548641.0,18837350.0,PG-13,Comedy,3534.0,102.0,2009,0
Peter Pan,100000000,48417850.0,95255485.0,11139495.0,PG,Adventure,2813.0,113.0,2003,0
Wonder Park,100000000,45216793.0,115112118.0,15853646.0,PG,Adventure,3838.0,93.0,2019,0
Catwoman,100000000,40202379.0,82078046.0,16728411.0,PG-13,Action,3117.0,101.0,2004,0
The Expendables 3,100000000,39322544.0,209461378.0,15879645.0,PG-13,Action,3221.0,103.0,2014,0
West Side Story,100000000,38530322.0,75011257.0,10574618.0,PG-13,Musical,2820.0,156.0,2021,0
Treasure Planet,100000000,38120554.0,91800000.0,12083248.0,PG,Adventure,3227.0,95.0,2002,0
The King’s Man,100000000,37176373.0,121125300.0,5915542.0,R,Action,3180.0,131.0,2021,0
Green Zone,100000000,35497337.0,97523020.0,14309295.0,R,Drama,3004.0,114.0,2010,0
Geostorm,100000000,33700160.0,220796009.0,13707376.0,PG-13,Thriller/Suspense,3246.0,109.0,2017,0
Point Break,100000000,28782481.0,126704591.0,9800252.0,PG-13,Action,2910.0,113.0,2015,0
Cats,100000000,27166770.0,75558925.0,6619870.0,PG,Musical,3380.0,110.0,2019,0
In the Heart of the Sea,100000000,25020758.0,89693309.0,11053366.0,PG-13,Adventure,3103.0,121.0,2015,0
Transcendence,100000000,23022309.0,103039258.0,10886386.0,PG-13,Thriller/Suspense,3455.0,119.0,2014,0
Son of the Mask,100000000,17018422.0,59918422.0,7511675.0,PG,Adventure,2966.0,94.0,2005,0
Mortal Engines,100000000,15951040.0,85480271.0,7559850.0,PG-13,Action,3103.0,128.0,2018,0
Chaos Walking,100000000,13287908.0,27075660.0,3775350.0,PG-13,Action,2132.0,108.0,2021,0
The Last Duel,100000000,10853945.0,30055233.0,4759151.0,R,Drama,3065.0,153.0,2021,0
The Adventures of Pluto Nash,100000000,4411102.0,7094995.0,2182900.0,PG-13,Comedy,2320.0,122.0,2002,0
Jin líng shí san chai,100000000,311434.0,98227017.0,48558.0,R,Drama,30.0,141.0,2012,0
The Midnight Sky,100000000,169611380.408,75615.0,54292057.0,PG-13,Adventure,3660.0,118.0,2020,0
Artemis Fowl,100000000,169611380.408,469777564.92,54292057.0,PG,Adventure,3660.0,115.0,2020,0
The Peanuts Movie,99000000,130178411.0,250091610.0,44213073.0,G,Adventure,3902.0,89.0,2015,0
The LEGO Movie 2: The Second Part,99000000,105806508.0,190131036.0,34115335.0,PG,Adventure,4303.0,107.0,2019,0
Robin Hood,99000000,30824628.0,85210012.0,36063385.0,PG-13,Action,3505.0,139.0,2018,0
The Mummy Returns,98000000,202007640.0,435040395.0,68139035.0,PG-13,Adventure,3553.0,129.0,2001,0
Ford v. Ferrari,97600000,117624357.0,224418748.0,31474958.0,PG-13,Drama,3746.0,152.0,2019,0
Gangs of New York,97000000,77730500.0,183124621.0,9496870.0,R,Drama,2340.0,155.0,2002,0
Alien: Covenant,97000000,74262031.0,238521247.0,36160621.0,R,Horror,3772.0,123.0,2017,0
Cinderella,95000000,201151353.0,542351353.0,67877361.0,PG,Drama,3848.0,105.0,2015,0
Ice Age: Continental Drift,95000000,161321843.0,879765137.0,46629259.0,PG,Adventure,3886.0,87.0,2012,0
Black Hawk Down,95000000,108638745.0,159691085.0,179823.0,R,Action,3143.0,144.0,2001,0
Sex and the City 2,95000000,95347692.0,294680778.0,31001870.0,R,Comedy,3445.0,146.0,2010,0
Percy Jackson & the Olympians: The Lightning Thief,95000000,88768303.0,223050874.0,31236067.0,PG,Adventure,3396.0,119.0,2010,0
The Campaign,95000000,86907746.0,104907746.0,26588460.0,R,Comedy,3302.0,85.0,2012,0
Unstoppable,95000000,81562942.0,165720921.0,22688457.0,PG-13,Action,3261.0,98.0,2010,0
The Fifth Element,95000000,63570862.0,263893838.0,17031345.0,PG-13,Action,2500.0,126.0,1997,0
The Road to El Dorado,95000000,50802661.0,65700000.0,12846652.0,PG,Adventure,3223.0,89.0,2000,0
The Lovely Bones,95000000,44114232.0,94894448.0,116616.0,PG-13,Drama,2638.0,135.0,2009,0
Ben-Hur,95000000,26410477.0,91669648.0,11203815.0,PG-13,Adventure,3084.0,123.0,2016,0
Seventh Son,95000000,17725785.0,108874967.0,7217640.0,PG-13,Adventure,2875.0,102.0,2014,0
Finding Nemo,94000000,380529370.0,936094852.0,70251710.0,G,Adventure,3425.0,100.0,2003,0
The Lord of the Rings: The Return of the King,94000000,377845905.0,1120214046.0,72629713.0,PG-13,Adventure,3703.0,201.0,2003,0
The Lord of the Rings: The Two Towers,94000000,342548984.0,919148764.0,62007528.0,PG-13,Adventure,3622.0,179.0,2002,0
Lara Croft: Tomb Raider,94000000,131144183.0,273330185.0,47735743.0,PG-13,Adventure,3349.0,100.0,2001,0
Kingsman: The Secret Service,94000000,128261724.0,404561724.0,36206331.0,R,Action,3282.0,129.0,2015,0
The Lord of the Rings: The Fellowship of the Ring,93000000,315544750.0,891216824.0,47211490.0,PG-13,Adventure,3381.0,179.0,2001,0
Jurassic Park III,93000000,181166115.0,365900000.0,50771645.0,PG-13,Action,3470.0,93.0,2001,0
Rise of the Planet of the Apes,93000000,176760185.0,470986200.0,54806191.0,PG-13,Adventure,3691.0,120.0,2011,0
The Spiderwick Chronicles,92500000,71195053.0,162839667.0,19004058.0,PG,Adventure,3847.0,96.0,2008,0
The Incredibles,92000000,261441092.0,631441092.0,70467623.0,PG,Adventure,3933.0,115.0,2004,0
A Good Day to Die Hard,92000000,67349198.0,304249198.0,24834845.0,R,Action,3555.0,98.0,2013,0
The Alamo,92000000,22406362.0,23911362.0,9124701.0,PG-13,Western,2609.0,137.0,2004,0
Cutthroat Island,92000000,10017322.0,18517322.0,2371415.0,PG-13,Adventure,1619.0,122.0,1995,0
The Secret Life of Walter Mitty,91000000,58236838.0,187861183.0,12765508.0,PG,Adventure,2922.0,114.0,2013,0
